instance_id,complexity_percentage,category,solvability_percentage,reasoning
django__django-16661,40,medium,55,"The fix touches a single method in one file and adds only a few logical clauses, so the code-change footprint is small. However, deciding what to add requires understanding Django’s ModelAdmin.lookup_allowed internals, how multi-table inheritance is represented in _meta.parents, how primary-key ForeignKeys interact with auto_field, and how the admin determines whether a relation prefix should be considered ‘safe’. That domain knowledge goes beyond simple pattern matching but doesn’t involve new algorithms or large-scale refactoring, putting overall complexity in the moderate range (≈40%).

Given a failing test that pinpoints the scenario and a detailed problem description, an automated system has a reasonable chance of deriving the needed guard conditions, especially if it can inspect runtime state to see why the original check misfires. Still, crafting the exact combination of three extra predicates (exclude parent pointers, auto_field, and foreign keys targeting the PK) is non-obvious and may require iterative experimentation, so solvability is estimated at about 55%. Therefore the task is categorized as “medium”: it needs some framework insight but remains an isolated, well-scoped bug fix."
django__django-16662,15,easy,85,"The fix involves a single-file, few-line modification that changes the sorting key for import statements so that plain ""import"" lines precede ""from … import …"" lines. No deep algorithmic work or architectural understanding is required—just awareness of Python’s tuple-based sorting and the desired ordering rule. The problem statement is explicit about what the ordering should be, making the required change obvious. An AI system can readily craft the lambda that returns a tuple (is_from, module_name), where the first element ensures ""import"" sorts before ""from"". Given the clarity and minimal scope, the task is low in complexity and highly solvable."
django__django-16667,15,easy,90,"The change touches a single file with only two new lines, adding an extra except clause to catch OverflowError alongside the existing ValueError handling. No algorithmic or architectural changes are involved; it’s a straightforward defensive programming fix. The problem statement clearly points to the exact traceback and offending line, so an engineer or an AI only needs to recognize that datetime.date() can also raise OverflowError for huge integers and mirror the existing ValueError handling. Required domain knowledge is minimal (basic Python exception types and Django widget flow). Given the explicit stack trace and minimal code changes, an AI system has a high likelihood of producing the correct patch."
django__django-16801,30,medium,80,"The change touches only one file and alters a few conditional checks (≈10 lines). No new algorithms or cross-module refactors are introduced, keeping technical complexity fairly low. However, it requires understanding Django’s model lifecycle and how ImageField uses the post_init signal, which is beyond trivial pattern matching, hence classified as medium (30%).

From the problem statement it is immediately clear what needs to happen: register the post_init handler only when width_field or height_field are defined, and adjust the follow-up guard accordingly. The description even states the expected behavior and performance outcome, so an automated system with modest framework knowledge could reliably craft the condition change. Given the limited scope, unambiguous requirement, and absence of tricky edge cases, the likelihood that an AI could synthesize the correct patch is high (~80%).

The main cognitive load lies in knowing which condition to tighten and ensuring the early-return logic in update_dimension_fields stays consistent. This demands some domain insight but no deep algorithmic work, keeping overall complexity moderate while solvability remains high."
django__django-16819,30,medium,60,"The actual fix is only a handful of lines in a single file: override AddIndex.reduce() so that an immediately-following RemoveIndex for the same name cancels the operation. While the code change itself is simple, a solver must understand how Django’s migration optimiser works, recognise that many other Operation subclasses implement a similar reduce() pattern, and replicate that pattern for AddIndex. That requires some familiarity with Django internals but not deep algorithmic work. Because the pattern is well established in neighbouring classes, an automated system that scans the codebase can infer the right implementation, giving a moderate probability of success. The absence of explicit tests in the prompt lowers confidence but the requirement is clear and the solution space is small, so the task remains reasonably solvable."
django__django-16877,22,easy,88,"The required change is the addition of a single template filter that iterates over a sequence and runs Django’s existing conditional_escape() on each element. Only one file is touched and about ten new lines are added; there is no intricate logic, state handling, or multi-module interaction. The only domain knowledge needed is knowing how to register a template filter in Django and that conditional_escape() provides the escaping. Because the problem statement explicitly describes the desired behavior, gives an example, and essentially outlines the implementation approach, an AI system can reliably map the description to code with minimal ambiguity. Therefore, the task is low in complexity and highly solvable."
django__django-16899,10,easy,90,"The change only involves modifying the wording of one error-message string in a single file. No algorithms, data structures, or cross-module interactions are affected. An AI needs to read the problem statement, locate where the original string is built, and insert the missing field name. That is straightforward text manipulation that requires minimal domain knowledge of Django admin checks. Because the scope is tiny, clearly defined, and easily testable, the likelihood that an automated system could generate the correct patch is very high."
django__django-16901,30,medium,70,"The change touches a single file with only a few lines added, and it corrects a logical error rather than introducing new architecture. Understanding that n-ary XOR evaluates to true for an odd number of true operands (parity) and that the previous fallback incorrectly required exactly one true operand is the key insight. Implementing the fix is straightforward: wrap the summed CASE expressions in a modulo-2 operation and compare the result to 1, but only when more than two operands are present (for two operands the original sum==1 is still correct). While small, the fix requires awareness of SQL expression construction within Django’s ORM and how different databases handle XOR, giving it moderate, not trivial, complexity. The problem statement is clear and provides concrete failing examples, so an AI with access to the codebase and basic math/SQL knowledge has a good chance of generating the correct patch, though it must notice the need to retain the special case for two operands. Hence complexity ~30%, category ‘medium’, and solvability ~70%."
django__django-16938,35,medium,60,"The change touches two files and adds a small piece of logic: insert a select_related() call before only('pk') when iterating through a many-to-many relation during serialization. While the code delta is minimal, identifying the correct fix requires understanding Django’s QuerySet API, how select_related and only interact, and why their combination causes a FieldError with a custom manager. An automated system could reasonably find the problematic pattern (only('pk') on an m2m queryset) from the stack-trace in the problem description, grep for it in the source, and try adding select_related(), making the task moderately complex but still achievable. No new algorithms or deep refactoring are required, but some framework-specific knowledge is essential, pushing complexity above simple typo-level yet not into hard architectural work."
django__django-16950,35,medium,45,"The code change affects a single method in Django’s formset logic, adding a conditional guard that prevents clearing a UUIDField’s default value when saving an inline object. Although only a few lines are modified, understanding why those lines are wrong requires knowledge of how Django inlines propagate key values, how default generators (like uuid.uuid4) work, and the subtle distinction between a model’s primary key and an alternative unique field used by a ForeignKey.

Complexity is moderate (≈35%) because the fix is short and not algorithm-heavy, yet touches a deep, widely-used framework path where side effects must be considered. The patch has to respect existing behaviour for regular primary keys while solving the UUID edge case, so some architectural awareness is needed.

From an AI standpoint, generating this exact fix is challenging. The bug report explains the symptom (UUID becomes NULL) but not the internals causing it. An automated system would have to trace how admin formsets null-out default values and infer the correct safe condition. With no guiding tests, multiple plausible fixes exist (e.g., don’t set to None at all), so hitting the precise maintainer-accepted guard logic is unlikely, yielding a solvability estimate of ~45%.

Overall, the task is medium difficulty: requires domain insight but limited code changes."
django__django-17029,12,easy,92,"The patch modifies a single file with the addition of one straightforward line that invalidates an LRU cache. There is no algorithmic complexity, no cross-module interaction, and no deep architectural change—just ensuring that all relevant caches are cleared, as promised by the method’s docstring. An AI system can infer the correct fix directly from the description (which explicitly states what line to add) or by noticing symmetry with the existing cache_clear call for get_models. Required domain knowledge is minimal: understanding Python’s functools.lru_cache and Django’s app registry. Because the change is trivial, the complexity is very low (≈12%). Given the clarity of the problem statement and the simplicity of the solution space, an automated tool has a high likelihood (≈92%) of generating the correct patch."
django__django-17084,35,medium,55,"The fix touches only one core file and adds roughly 10 lines, so the surface-level change is small. However, it requires understanding how Django decides to push an aggregate into a subquery, knowledge of annotations, window functions, and PostgreSQL’s restriction that aggregates cannot nest window functions. The solution follows an existing pattern (refs_subquery) by introducing a new flag (refs_window) and adding it to the subquery-trigger condition, which is conceptually straightforward once the root cause is known. An AI equipped with context of similar patterns in the codebase could plausibly infer this approach, but it still needs framework-specific insight, making the task more than “easy” yet not deeply algorithmic or architecturally disruptive. Hence complexity is moderate (≈35%), categorised as medium difficulty, and solvability is moderate (≈55%) because the required change is concise and pattern-based but depends on intimate Django ORM internals that may not be obvious from the problem description alone."
django__django-17087,18,easy,85,"The patch changes a single line in one file, replacing __name__ with __qualname__ to correctly serialize nested class methods used as default values in Django migrations. There is no algorithmic complexity, only understanding Python's attributes for qualified names. Domain knowledge required is minimal (knowing the difference between __name__ and __qualname__ and Django's migration serializer logic). Therefore, the change is straightforward (low complexity) and can be recognized by pattern matching once the bug is described. Given the precise problem statement, an automated system has a high probability of producing the fix, yielding a high solvability percentage."
django__django-7530,15,easy,75,"The change is a one-line fix in a single file. It replaces a call that enumerated every model in the project with a call that fetches only the models belonging to the current app. No new algorithms or cross-file interactions are introduced. The main challenge is recognizing the misuse of apps.get_models() and knowing the correct Django API (get_app_config(...).get_models()). Given the clear problem description and the locality of the bug, an AI with moderate knowledge of Django is likely to produce the correct patch, so solvability is high. Overall complexity is low because the fix is small and conceptually simple."
django__django-9296,10,easy,95,"The change affects a single class in one file and consists of adding four lines that directly mirror the snippet provided in the problem statement. No additional algorithms, edge-case handling, or cross-module interactions are involved. The required functionality—iterating over page numbers and yielding Page objects—is conceptually straightforward, requires no special domain knowledge beyond basic Python iteration, and is explicitly spelled out in the description. Because the desired code is almost verbatim in the statement and there are no tests to trick an automated system, an AI could confidently generate the correct patch with minimal context. Hence, the task is low in complexity and highly solvable."
matplotlib__matplotlib-13989,15,easy,80,"The fix consists of a one-line change in a single file: instead of replacing the entire hist_kwargs dictionary (thereby discarding previously set keys such as the user-supplied range), the patch simply adds/updates the 'density' key. There are no algorithmic changes, no cross-file dependencies, and only basic Python dict manipulation is involved, making the technical complexity very low. 

From an AI-generation standpoint, the bug description clearly states that range=... is ignored when density=True and hints that the regression started with a specific commit. Examining the corresponding code shows that hist_kwargs was being overwritten; recognizing that and switching to an in-place update is straightforward. The search space is small and there is little ambiguity, so an automated system equipped with source access and tests is likely to find the fix, leading to a high solvability score."
matplotlib__matplotlib-14623,40,medium,60,"The patch touches three separate modules (2-D axes, 3-D axes, and ticker utilities) but the actual change is conceptually simple: detect if the user supplied limits in reversed order, pass the absolute order through the validation helpers, then restore the requested order to obtain an inverted axis. Roughly twenty lines of code are added/changed and no new algorithms are introduced; only straightforward conditional swapping and removal of a parameter. Some understanding of Matplotlib’s scaling utilities (nonsingular, limit_range_for_scale) and axis-direction logic is required, but there is no heavy mathematical or architectural work. Therefore the task is moderately complex (≈40%). An AI with access only to the bug description would need to trace why log-scale inversion fails, locate the ordering change inside nonsingular, and apply the swap logic consistently across 2-D and 3-D axes. This requires reading and reasoning over the codebase but remains manageable because the fix pattern is repetitive and localized, leading to an estimated 60% likelihood that a capable automated system could generate the correct patch."
matplotlib__matplotlib-20488,25,easy,85,"The patch touches a single function in one file and changes just three lines of logic. No new algorithms or structural changes are introduced; it simply broadens a conditional to include the zero case and assigns a safe epsilon value for LogNorm, preventing a ValueError. The main challenge is recognizing that LogNorm cannot handle vmin <= 0 and that rounding/precision changes in NumPy could push vmin to exactly zero. This requires modest domain knowledge about logarithmic scaling but not in-depth architectural understanding. Given the clear stack trace, the minimal scope, and the straightforward fix, an AI system with access to the failing test and code context has a high probability of generating the correct solution."
matplotlib__matplotlib-20676,25,medium,60,"The bug is caused by initializing the draggable edge handles of an interactive SpanSelector at the hard-coded extents, which default to 0 and therefore force the axes limits to include 0. The fix replaces those hard-coded values with the current axis bounds obtained via get_xbound / get_ybound. Only one file is touched and roughly five lines are changed, so the code modification itself is simple. However, an engineer (or an AI) must understand Matplotlib’s widget lifecycle, the role of ToolLineHandles, and that the initial handle position triggers autoscaling—knowledge that goes beyond pure pattern matching. Because the patch is concise and the root cause can be inferred by inspecting the offending method, a well-tooled AI with access to the codebase could plausibly discover the solution, but the need to reason about interactive behavior and axis autoscaling keeps solvability from being trivial. Hence: low complexity, medium category, and moderate (60%) likelihood an AI could generate the correct fix."
matplotlib__matplotlib-20826,30,medium,60,"The fix touches a single file (axis.py) and consists of a handful of lines that re-establish the correct values of the gridOn flag when an Axis is cleared. No new algorithms are introduced and the structural impact on the codebase is minimal, keeping overall complexity fairly low (≈30%).

However, to know that gridOn was the culprit one must understand Matplotlib’s tick/grid machinery, how shared axes suppress tick labels, and what _reset_major_tick_kw() had been doing. This moves the task beyond pure pattern matching; some internal-API familiarity and reasoning about rcParams are required, so the problem is categorized as “medium”.

From an automated-repair standpoint, the bug is reproducible with a short script and the visual symptom (extra ticks/labels) maps to the gridOn attribute, which is explicitly set from rcParams elsewhere in the library. An AI with access to the codebase and failing tests that detect the presence of unexpected ticks could locate that the attribute is reset incorrectly in clear() and patch it as shown. While not trivial, there is a single, clear point of failure and the fix is concise, giving an estimated 60 % likelihood that an advanced automated system could generate the correct patch."
matplotlib__matplotlib-20859,20,easy,85,"The fix consists of a very small change in a single file: replace a type check against Figure with one against FigureBase and adjust the import and error message accordingly. No algorithms or broader architectural considerations are involved; it’s essentially correcting a class-hierarchy mismatch. The main knowledge required is that SubFigure inherits from FigureBase, which is clearly hinted at in the bug report itself. Given such explicit guidance, an automated system could reliably locate the failing isinstance check after observing the raised TypeError, infer that SubFigure is not being accepted, and substitute FigureBase. Thus, the task is low in complexity and high in solvability."
matplotlib__matplotlib-21568,30,medium,55,"The change touches a single helper function in one file (dates.py) and adds only a few string-replacement rules. Algorithmically it is trivial, but it requires domain knowledge of how TeX math mode treats punctuation (minus signs, colons, and spaces) and how matplotlib’s usetex path builds axis tick labels. Identifying that the visual regression is caused by TeX symbol spacing and knowing the specific fixes ({:} and converting literal spaces to \;) is non-obvious, yet once understood the code change is straightforward. An AI with access to the codebase and regression images could locate _wrap_in_tex via grep and reason about symbol spacing, so the task is achievable but not guaranteed; crafting the exact TeX replacements involves some trial-and-error. Hence moderate complexity and a slightly better-than-even likelihood of automatic generation."
matplotlib__matplotlib-22719,18,easy,88,"The bug manifests as an unwarranted deprecation warning when an empty array is passed through Matplotlib’s category unit converter. The actual fix is a two-line change: guard the deprecation-warning code paths with a size check (`values.size` / `data.size`). No additional algorithms, data structures, or cross-module interactions are involved. Understanding the issue requires minimal domain knowledge (knowing that an empty NumPy array has `size == 0`) and a quick scan of the traceback to see that the warning originates inside the converter. An AI system with access to the problem statement and code base could pattern-match the edge case (empty input) and add the guard with high confidence, leading to a high solvability estimate. Overall, the change is small, localized, and conceptually simple."
matplotlib__matplotlib-22865,35,medium,65,"The patch touches a single function in one file with ~8 new/modified lines, so the code-change surface is small. The logic fix is straightforward: instead of always dropping the first and last divider segments (slice 1:-1), include them when the colorbar is in an ""extend"" state. While this requires knowledge of how Matplotlib encodes extensions (_extend_lower/upper) and how divider segments are built, no complex algorithm or large-scale refactor is involved. An AI that can inspect the original slice and see it conflicts with the expected behaviour described in the bug report could reason to parameterize the slice bounds, so the overall problem is tractable. However, some understanding of Matplotlib’s internal colorbar layout is necessary, and no tests are provided to guide a data-driven system, so solvability is not trivial. Hence medium complexity and a moderate (≈65%) probability that an automated system could generate the correct patch."
matplotlib__matplotlib-22871,30,medium,68,"Only one file is touched and the fix is limited to a handful of lines, so the absolute code change is small. However, understanding exactly why the year disappears demands moderate domain knowledge of Matplotlib’s date tick-formatting internals and the logic behind when an offset string should be shown. The main challenge is to reason about the interaction between the level‐based loop, unique values per level, and the show_offset flag. The solution is conceptually simple (check whether the month list contains January before suppressing the year), but recognising that specific conditional requirement is not purely syntactic; it needs an understanding of the date representation (January == 1) and the formatter’s intended behaviour. Because the problem statement pinpoints the scenario and the fix is localised, an AI with decent reasoning over the code path has a relatively good chance of generating the fix, although it is not trivial pattern matching. Therefore complexity is low-moderate (≈30%), the task is labelled “medium”, and the likelihood an AI can solve it is fairly high (≈68%)."
matplotlib__matplotlib-23299,20,easy,75,"The change touches a single function in one file, modifies only a couple of lines, and updates the docstring. No new algorithms or structural changes are introduced—just preventing the 'backend' key from being restored when leaving rc_context. The bug report itself pin-points that the figure loss happens after leaving rc_context and invoking get_backend; from that, inferring that backend reset is the culprit is straightforward for someone familiar with matplotlib's rcParams. Implementing the fix (copy rcParams then delete the backend entry) is a simple logic adjustment that an AI could reliably generate once it reasons that the backend should stay unchanged. The main challenge is recognizing the side effect of restoring 'backend' on Gcf, which requires moderate but not deep domain insight, hence the high (but not maximal) solvability score."
matplotlib__matplotlib-23314,15,easy,85,"The fix consists of adding a two-line guard clause at the top of Axes3D.draw(): if the artist is marked invisible, return without drawing. Only one file is touched and no existing logic is altered, so algorithmic and architectural complexity are minimal. The required insight is simply that the draw routine should honor the visible flag—knowledge any developer familiar with Matplotlib’s Artist API would have. Because the problem statement explicitly says that set_visible(False) is ignored for 3-D axes and the patch shows the straightforward conditional, an automated system could identify the missing visibility check by pattern-matching against 2-D axes implementations or generic artist behavior. Therefore the task is low in complexity and highly solvable by AI with basic codebase scanning capabilities."
matplotlib__matplotlib-23412,15,easy,65,"The fix consists of a 1-line change in a single file: removing the hard-coded dash offset of 0 that patches were previously forcing and forwarding the user-supplied (offset, pattern) tuple instead. There is no algorithmic work, refactoring, or multi-module impact—just the deletion of special-casing logic. Understanding the bug does require some knowledge of Matplotlib’s dash pattern representation, but once identified, the correction is trivial. An AI supplied only with the problem statement would see that the offset component is ignored and, by grepping for code that zeroes it out, could infer that the override should be removed. Therefore the task is low in complexity and should be moderately easy for automated repair systems to solve, yielding a relatively high solvability score."
matplotlib__matplotlib-23476,30,medium,65,"The bug is isolated to pickling/unpickling of Figure objects where the dpi is affected by HiDPI pixel–ratio adjustments. The actual fix is a three-line change in a single file that resets the value stored in the pickle to the original dpi. No new algorithms or cross-module refactors are needed, but the developer must understand the life-cycle of dpi, the meaning of _original_dpi, and why macOS backends alter dpi on high-resolution screens. This requires moderate domain knowledge of Matplotlib internals yet only small code edits, so overall complexity is low-to-moderate. Given a clear bug report and narrow change surface, an AI with access to the codebase could feasibly identify that the state dict should use _original_dpi, making the task reasonably solvable though not trivial."
matplotlib__matplotlib-24026,30,medium,70,"The change touches a single file and replaces a property-cycle manipulation with a local color iterator. The algorithmic adjustment is straightforward: if a colors list is supplied, create an iterator that cycles through those values; otherwise use the axes line color generator. No deep redesign, data structures, or performance considerations are involved.

Complexity is modest (≈30%) because the developer must understand why set_prop_cycle rejects 'C*' color aliases and how to avoid altering the global axes cycler, but the required code diff is small and localized.

It is classified as ""medium"" since the fix requires some domain knowledge of Matplotlib’s color handling and property cyclers, yet the solution logic is simple once that knowledge is applied.

Solvability is fairly high (≈70%): the exception message in the problem description points directly to set_prop_cycle, and the desired behavior (do not touch the axes cycler, just use the provided colors) is clearly stated. An AI with moderate familiarity with Matplotlib could infer that using itertools.cycle or similar iterator is the correct approach. There is little ambiguity and no extensive integration testing needed, increasing the likelihood an automated system could generate the correct patch."
matplotlib__matplotlib-24149,20,easy,85,"The bug trace clearly points to StopIteration escaping from _safe_first_finite inside _convert_dx. The fix simply adds an additional except StopIteration branch (mirroring existing error-handling) and falls back to the first element. Only one file is touched, with a handful of lines inserted; no new algorithms or architectural changes are involved. While minimal matplotlib internals knowledge helps, following the stacktrace and inspecting the surrounding code is sufficient for an automated system to deduce the missing exception handling. Therefore the technical complexity is low and the task is highly solvable by an AI system once failing tests expose the uncaught StopIteration."
matplotlib__matplotlib-24177,22,medium,55,"The fix consists of a one-line change in a single file: explicitly passing simplify=False to Path.iter_bezier while computing patch limits. Code-wise, this is a very small modification with no algorithmic complexity, so overall technical complexity is low (~22%).

However, arriving at that specific change requires more than trivial pattern matching. One must understand why histograms plotted with histtype='step' get incorrect y-limits: the path representing the step histogram is internally simplified and the simplification removes vertices needed for an accurate bounding-box calculation. Recognizing that the problem lies in the simplify flag of iter_bezier (and not in the histogram routine itself) demands familiarity with Matplotlib’s rendering pipeline and Path utilities, hence the task is not purely ‘easy’ but better classified as ‘medium’.

For an automated system, solvability is moderate (~55%). The problem statement hints that only step histograms are affected and shows that the y-limits are wrong, but it does not directly point to iter_bezier. Without targeted unit tests, an AI would need to trace how histogram patches are added, how axes limits are updated, and notice that simplification drops vertices. This is doable with static analysis and experimentation, yet not straightforward, so the likelihood of an AI generating the exact fix is slightly better than chance but far from certain."
matplotlib__matplotlib-24570,15,easy,70,"The patch touches a single helper function in one file and merely swaps the membership of two string literals in existing if-elif branches. No new logic, data structures, or cross-module interactions are introduced. Understanding that HPacker uses the same vertical orientation semantics as other Matplotlib components and realizing that 'top' and 'bottom' were accidentally swapped is straightforward once the incorrect output is inspected. Therefore the technical complexity is low (≈15%) and the task fits the ""easy"" category.

For an AI, the fix is also fairly attainable: the bug description clearly states that the options are reversed, and the offending code is an obvious if-statement mapping. The solution space is tiny—essentially two possible swaps—so even without exhaustive unit tests an automated repair system could infer the correct change by pattern matching or by running the provided reproduction script and comparing bounding boxes. However, the lack of formal tests and the requirement to understand visual alignment semantics prevents a near-certainty solution, so solvability is estimated at about 70%."
matplotlib__matplotlib-24627,30,medium,70,"The patch touches a single method in one file and adds only a few lines of code. The logic change is straightforward: keep a reference to the children list, clear the Axes’ own list, then iterate over the old list to null-out each child artist’s `axes` and `figure` attributes. No new algorithms, data structures, or cross-module interactions are introduced, so the intrinsic code complexity is low-to-moderate. 

What raises the task above the trivial level is awareness of Matplotlib’s artist/axes relationship and the subtleties of object de-parenting. An implementer must understand that `cla()` should behave consistently with `Artist.remove()` w.r.t. those attributes, and must know where in the code to make the change. This requires reading the Axes clearing logic and noticing that resetting `_children` is not enough. Thus it is more than a pure string replacement but still relatively contained. 

From an automated-repair angle, the symptom is clearly described and the fix is local and deterministic, so an AI with access to the codebase could plausibly synthesize the solution. The absence of an explicit test patch lowers certainty, but the requirements are unambiguous and the change has a single obvious place and pattern. Therefore solvability is fairly high but not guaranteed."
matplotlib__matplotlib-24637,25,medium,60,"The bug fix touches a single method in one file, adding a call to renderer.open_group/close_group around the drawing logic and passing self.get_gid() so the gid is propagated. The code change is only a few lines and contains no algorithmic complexity, keeping overall complexity low. However, it requires knowledge of Matplotlib’s internal rendering workflow—specifically how artist groups are opened and closed and how gids are transferred to backend renderers—so it is more than a trivial pattern-matching change, placing it in the medium category. From the problem statement an AI could infer that the gid is lost during rendering and, by inspecting similar artists in the codebase, discover the missing open_group/close_group pattern, making the task reasonably achievable. Because the scope is tightly limited and the fix follows an established pattern, the likelihood of an AI producing the correct patch is moderate to high, around 60%."
matplotlib__matplotlib-24870,40,medium,65,"The change touches two related modules (cartesian contouring and triangular contouring) but leaves overall architecture intact. Logic added is straightforward: detect boolean dtype and choose specialized default level lists; refactor argument unpacking to pass remaining args and dtype. No advanced algorithms or deep maths, just careful plumbing and dtype inspection. An AI with access to codebase and failing tests/error description could infer need to branch on bool dtype and supply level=.5, but must understand call chains and avoid breaking API, which is moderately challenging. Complexity stems from multiple functions and keeping positional argument handling consistent, but algorithms remain simple. Thus moderate complexity, medium category. Problem statement is clear, expected behaviour well defined; with typical test failing demonstrating wrong defaults, AI could synthesize fix reliably, giving a solvability around two-thirds."
matplotlib__matplotlib-24970,30,medium,75,"Only a single function in one file is modified (~10 lines). The fix consists of moving a dtype cast outside of a conditional block so that unsigned integer arrays get converted to signed ints before sentinel values are assigned. No new algorithms or multi-module interactions are involved, but a correct solution requires understanding NumPy’s deprecation about out-of-bound integer conversions and how Matplotlib’s colormap logic uses negative/large sentinel indices. That demands moderate domain knowledge (NumPy dtypes, errstate context managers) but little architectural knowledge of the rest of Matplotlib. Because the warning message pinpoints the offending lines and suggests casting to another dtype, the required change is clear and localized, making it relatively straightforward for an AI to infer. Hence medium complexity and fairly high solvability."
matplotlib__matplotlib-25122,15,easy,85,"The patch touches a single file and changes only a handful of lines, replacing occurrences of np.abs(window) with window. There is no new algorithm or structural change—just removal of an unnecessary absolute-value operation. The domain knowledge required (understanding that window sums should keep sign for correct power normalization) is minimal and described explicitly in the bug report, including links to the correct SciPy implementation. An AI system can pattern-match the incorrect use of abs(), guided by the failing example in the problem statement, making the task highly solvable. Overall, this is a low-complexity, easy bug fix with a clear and unique solution."
matplotlib__matplotlib-25287,-1,error,-1,Failed to parse response
matplotlib__matplotlib-25311,30,medium,80,"The fix involves a very small code change (removal of one attribute assignment and addition of a property) confined to a single file. There is no algorithmic difficulty, but the developer needs to understand why storing a direct reference to the canvas makes the object un-picklable and how using a property avoids including the canvas in the instance’s __dict__. That requires moderate familiarity with Python pickling mechanics and Matplotlib’s object model, but not deep architectural work. Because the problem statement clearly pinpoints the failure scenario and the traceback reveals the non-picklable FigureCanvas object, an AI could reasonably infer that eliminating the hard reference or replacing it with a weak/derived reference is the correct approach, so the task is highly solvable. However, recognising that a property is the neat solution (versus other options) requires some insight, pushing complexity above the “easy” tier."
matplotlib__matplotlib-25332,30,medium,70,"The change touches a single class in one file (≈15 new lines) and introduces custom __getstate__/__setstate__ methods to translate weak references into strong references during pickling/unpickling. Implementing such a fix is not algorithmically heavy and demands only moderate familiarity with Python’s pickle protocol and weakref module, so overall code complexity is low-to-moderate (≈30%). However, an engineer (or AI) must still trace the pickling failure to the Grouper class used implicitly by align_labels, recognize that weakrefs are unpicklable, and know the correct way to serialize them—knowledge that goes beyond simple pattern matching but doesn’t require deep architectural insight, hence categorized as “medium.” The problem statement is clear, has a concise reproducer, and the root cause is deterministic, so an AI with code-search capabilities and understanding of pickling could plausibly devise this patch; nevertheless, the need to audit the codebase to locate the offending weakrefs and craft proper state conversion makes it non-trivial. Therefore the likelihood an AI produces the correct solution is estimated around 70%."
matplotlib__matplotlib-25479,35,medium,65,"The patch modifies two files with only a handful of lines: it updates the ColormapRegistry.register method to rename the colormap object when it is registered under a different public name, and loosens the Colormap.__eq__ definition by no longer requiring identical names. No new algorithms or data structures are introduced, but the fix demands understanding how matplotlib stores colormap objects, how plt.set_cmap ultimately passes the selected instance around, and why the internal .name attribute matters to subsequent look-ups. Discovering this subtle interplay between registry keys and object attributes requires moderate familiarity with the library, yet the implementation itself is a single assignment and a minor comparison tweak. Therefore the change is of moderate complexity. An AI that can inspect the stack trace and source would likely pinpoint the mismatch and produce a similar fix, but the need for domain reasoning and the absence of explicit tests lowers certainty, resulting in an estimated 65 % solvability."
matplotlib__matplotlib-25775,40,medium,60,"The change spans three files (backend_agg.py, backend_cairo.py, text.py) and adds a new per-artist property (antialiasing) similar to existing color/alpha handling. No new algorithms are introduced; the work is mostly plumbing a boolean flag from Text → draw() → GraphicsContext → backend drawing calls. This requires understanding where text antialiasing was previously hard-coded, modifying those call sites, and exposing getters/setters on both the Text artist and the Cairo graphics context. That is beyond simple pattern replacement but still relatively contained and follows clear design patterns already present in Matplotlib. An AI supplied with the problem description (“Add get/set_antialiased to Text objects … replace rcParams access with GC state”) could likely search for rcParams[""text.antialiased""], replicate existing set/get property patterns, and update the two main backends, giving a moderate chance of success. The absence of provided tests lowers certainty, but the scope is well-defined and the solution is mechanically deducible once the relevant portions of the codebase are located."
matplotlib__matplotlib-25960,40,medium,45,"Although the patch touches only one function and adds roughly fifteen lines, it requires understanding several interacting parts of Matplotlib’s layout system (GridSpec, subfigure transforms, layout engines). The developer had to realise that GridSpec’s wspace/hspace is ignored when the elements stored in the grid are Subfigure objects, then explicitly recompute the bounding boxes and redo the subfigure transform when no constrained-layout engine is present. This demands solid domain knowledge but does not involve a complicated algorithm or multi-file refactor, hence a moderate complexity rating.

For an AI, the problem statement merely says that wspace/hspace in subfigures “do nothing”. Inferring that the issue lies in missing left/right/bottom/top parameters on the GridSpec creation and that an additional manual transform update is needed is non-trivial. With no guiding tests, the search space of possible fixes is large, so the likelihood of automatically arriving at the precise solution is limited, but not impossible if the AI can inspect the surrounding code and notice how regular subplots handle spacing. Therefore the solvability is assessed as below-average but not negligible."
matplotlib__matplotlib-26113,15,easy,90,"The fix consists of a one-character change in a single file, replacing a strict greater-than comparison with a greater-than-or-equal comparison. No new functions, data structures, or cross-module interactions are involved. Understanding the issue only requires recognizing that the intended semantics of the mincnt parameter are inclusive (>=) rather than exclusive (>). The problem statement explicitly points to the offending lines and explains the desired behavior, so an AI system could directly map the requirement to the code alteration. Consequently, the task is low in technical complexity and highly solvable based on the information provided."
matplotlib__matplotlib-26208,20,easy,65,"The fix touches a single file and adds only two straightforward assignments, propagating the existing axis units from the original axis to the twinned one. There are no algorithmic changes, data-structure redesigns, or multi-module interactions—just making sure a property is copied. Hence the technical complexity is low.

For an automated system, the main challenge is locating the root cause (units missing on the secondary axis causes dataLim to go to ±inf). Once identified, the corrective action is trivial. The bug reproduction script in the problem statement is clear and succinct, greatly aiding automated or manual debugging. Although pinpointing the exact attribute responsible (axis units) requires some understanding of Matplotlib’s internals, the small search space and presence of a minimal reproducer make it fairly achievable.

Thus, the change is categorized as “easy,” with low complexity. However, because the underlying cause involves domain-specific knowledge (Matplotlib unit handling) and there are no automated tests provided, an AI repair system might need several iterations or additional heuristic guidance, so solvability is not guaranteed but still above average."
